"from","to","relation","date"
"93395191107","90766043717","SPOUSE","1972-02-11"
"90766043717","93395191107","SPOUSE","1972-02-11"
"93325550487","84320556439","SIBLING","2009-10-25"
"84320556439","93325550487","SIBLING","2009-10-25"
"27829673848","36763226184","PARENT","2003-11-16"
"36763226184","27829673848","OFFSPRING","2003-11-16"
"75670892400","80309559746","PARENT","1970-05-27"
"80309559746","75670892400","OFFSPRING","1970-05-27"
"93325550487","90766043717","PARENT","1989-10-19"
"90766043717","93325550487","OFFSPRING","1989-10-19"
"68243571508","49737196131","SIBLING","2017-10-09"
"49737196131","68243571508","SIBLING","2017-10-09"
"67245716854","67320326336","PARENT","1999-02-13"
"67320326336","67245716854","OFFSPRING","1999-02-13"
"45892798683","49737196131","SPOUSE","2006-04-03"
"49737196131","45892798683","SPOUSE","2006-04-03"
"68457066061","85113697370","SIBLING","1981-11-18"
"85113697370","68457066061","SIBLING","1981-11-18"
"85113697370","95975015130","SIBLING","2019-10-26"
"95975015130","85113697370","SIBLING","2019-10-26"
"18536238376","62682190910","SPOUSE","2013-03-20"
"62682190910","18536238376","SPOUSE","2013-03-20"
"30937646422","19769920845","SIBLING","1975-12-13"
"19769920845","30937646422","SIBLING","1975-12-13"
"95975015130","27829673848","PARENT","1978-08-19"
"27829673848","95975015130","OFFSPRING","1978-08-19"
"47674564865","19952263664","SPOUSE","1973-11-10"
"19952263664","47674564865","SPOUSE","1973-11-10"
"51352605215","81041355243","SPOUSE","2013-03-25"
"81041355243","51352605215","SPOUSE","2013-03-25"
"93395191107","39778750260","SIBLING","2016-06-11"
"39778750260","93395191107","SIBLING","2016-06-11"
"21840356076","97224291214","SPOUSE","2019-12-08"
"97224291214","21840356076","SPOUSE","2019-12-08"
"19769920845","90208511396","SIBLING","1984-02-04"
"90208511396","19769920845","SIBLING","1984-02-04"
"93395191107","90208511396","PARENT","2001-04-17"
"90208511396","93395191107","OFFSPRING","2001-04-17"
"31744245149","58814184889","PARENT","1998-04-12"
"58814184889","31744245149","OFFSPRING","1998-04-12"
"68243571508","36191272611","SPOUSE","2012-02-09"
"36191272611","68243571508","SPOUSE","2012-02-09"
"74538292115","87474057898","SPOUSE","1970-02-26"
"87474057898","74538292115","SPOUSE","1970-02-26"
"42167291116","31190689286","SIBLING","2011-06-25"
"31190689286","42167291116","SIBLING","2011-06-25"
"22319008932","60998193625","SPOUSE","2014-08-30"
"60998193625","22319008932","SPOUSE","2014-08-30"
"49737196131","10318184959","SPOUSE","2018-07-28"
"10318184959","49737196131","SPOUSE","2018-07-28"
"77132792314","77888219035","SIBLING","1989-01-31"
"77888219035","77132792314","SIBLING","1989-01-31"
"67320326336","61082455547","SIBLING","2003-05-17"
"61082455547","67320326336","SIBLING","2003-05-17"
"85113697370","48070356279","SIBLING","2010-01-18"
"48070356279","85113697370","SIBLING","2010-01-18"
"84320556439","55059926183","SIBLING","1978-03-15"
"55059926183","84320556439","SIBLING","1978-03-15"
"45892798683","46519294740","PARENT","2019-08-14"
"46519294740","45892798683","OFFSPRING","2019-08-14"
"95975015130","68243571508","PARENT","1975-07-05"
"68243571508","95975015130","OFFSPRING","1975-07-05"
"93395191107","22319008932","PARENT","1977-08-21"
"22319008932","93395191107","OFFSPRING","1977-08-21"
"46730468386","82526933183","SPOUSE","2003-03-18"
"82526933183","46730468386","SPOUSE","2003-03-18"
"77132792314","68457066061","SPOUSE","2005-05-08"
"68457066061","77132792314","SPOUSE","2005-05-08"
"82526933183","97224291214","SIBLING","1993-05-11"
"97224291214","82526933183","SIBLING","1993-05-11"
"90792622874","81729767675","SIBLING","1975-10-20"
"81729767675","90792622874","SIBLING","1975-10-20"
"68457066061","89501156330","PARENT","1984-08-28"
"89501156330","68457066061","OFFSPRING","1984-08-28"
"19652613981","22319008932","PARENT","2019-09-19"
"22319008932","19652613981","OFFSPRING","2019-09-19"
"51074823863","46730468386","PARENT","1987-09-27"
"46730468386","51074823863","OFFSPRING","1987-09-27"
"84320556439","36191272611","SIBLING","2017-03-22"
"36191272611","84320556439","SIBLING","2017-03-22"
"85113697370","88999167612","SPOUSE","2005-09-20"
"88999167612","85113697370","SPOUSE","2005-09-20"
"31937916488","33471662463","SIBLING","2001-06-14"
"33471662463","31937916488","SIBLING","2001-06-14"
"77888219035","33446405930","SIBLING","2009-11-18"
"33446405930","77888219035","SIBLING","2009-11-18"
"50534322010","51481148599","SIBLING","1974-02-16"
"51481148599","50534322010","SIBLING","1974-02-16"
"89099625554","97224291214","SIBLING","2000-04-06"
"97224291214","89099625554","SIBLING","2000-04-06"
"65024499608","51481148599","PARENT","1987-10-07"
"51481148599","65024499608","OFFSPRING","1987-10-07"
"87118262521","68243571508","SPOUSE","2003-03-03"
"68243571508","87118262521","SPOUSE","2003-03-03"
"82526933183","71477117859","SPOUSE","1972-04-30"
"71477117859","82526933183","SPOUSE","1972-04-30"
"89099625554","68243571508","SPOUSE","2001-08-23"
"68243571508","89099625554","SPOUSE","2001-08-23"
"82410881555","75670892400","PARENT","2017-07-05"
"75670892400","82410881555","OFFSPRING","2017-07-05"
"90857258083","19652613981","SIBLING","1990-12-16"
"19652613981","90857258083","SIBLING","1990-12-16"
"86491215045","90766043717","PARENT","1996-07-07"
"90766043717","86491215045","OFFSPRING","1996-07-07"
"48070356279","31190689286","SPOUSE","2000-05-21"
"31190689286","48070356279","SPOUSE","2000-05-21"
"69568323150","76468328120","PARENT","1971-12-14"
"76468328120","69568323150","OFFSPRING","1971-12-14"
"87118262521","19769920845","PARENT","2009-07-11"
"19769920845","87118262521","OFFSPRING","2009-07-11"
"42167291116","50534322010","PARENT","2002-09-27"
"50534322010","42167291116","OFFSPRING","2002-09-27"
"36191272611","61082455547","PARENT","1978-08-05"
"61082455547","36191272611","OFFSPRING","1978-08-05"
"82410881555","11825927551","PARENT","1987-06-27"
"11825927551","82410881555","OFFSPRING","1987-06-27"
"93325550487","31190689286","SPOUSE","2012-12-06"
"31190689286","93325550487","SPOUSE","2012-12-06"
"50534322010","30937646422","SIBLING","1981-10-18"
"30937646422","50534322010","SIBLING","1981-10-18"
"80309559746","62682190910","PARENT","2017-08-01"
"62682190910","80309559746","OFFSPRING","2017-08-01"
"82526933183","95975015130","SPOUSE","2019-10-24"
"95975015130","82526933183","SPOUSE","2019-10-24"
"31744245149","93395191107","SPOUSE","1984-04-05"
"93395191107","31744245149","SPOUSE","1984-04-05"
"75670892400","36405577647","PARENT","1993-06-28"
"36405577647","75670892400","OFFSPRING","1993-06-28"
"87179915573","77888219035","PARENT","2004-05-04"
"77888219035","87179915573","OFFSPRING","2004-05-04"
"46730468386","39778750260","SPOUSE","2004-02-19"
"39778750260","46730468386","SPOUSE","2004-02-19"
"33553765741","90208511396","PARENT","1975-04-11"
"90208511396","33553765741","OFFSPRING","1975-04-11"
"97224291214","75311164356","SPOUSE","1995-05-26"
"75311164356","97224291214","SPOUSE","1995-05-26"
"89099625554","30422525320","PARENT","1978-02-06"
"30422525320","89099625554","OFFSPRING","1978-02-06"
"93395191107","90766043717","SPOUSE","2004-07-29"
"90766043717","93395191107","SPOUSE","2004-07-29"
"46730468386","76465777888","SIBLING","2010-11-06"
"76465777888","46730468386","SIBLING","2010-11-06"
"51352605215","21840356076","SPOUSE","1973-05-29"
"21840356076","51352605215","SPOUSE","1973-05-29"
"86778582069","46730468386","SIBLING","2008-10-19"
"46730468386","86778582069","SIBLING","2008-10-19"
"70232533224","55059926183","SPOUSE","2011-04-25"
"55059926183","70232533224","SPOUSE","2011-04-25"
"49737196131","81041355243","PARENT","1988-02-05"
"81041355243","49737196131","OFFSPRING","1988-02-05"
"89501156330","82410881555","SPOUSE","2003-03-07"
"82410881555","89501156330","SPOUSE","2003-03-07"
"74538292115","16867894969","SPOUSE","2016-04-18"
"16867894969","74538292115","SPOUSE","2016-04-18"
"19952263664","22319008932","PARENT","2018-01-07"
"22319008932","19952263664","OFFSPRING","2018-01-07"
"62682190910","74538292115","SPOUSE","1970-10-07"
"74538292115","62682190910","SPOUSE","1970-10-07"
"15292535857","50534322010","PARENT","1995-06-30"
"50534322010","15292535857","OFFSPRING","1995-06-30"
"55789494292","33553765741","SPOUSE","1980-09-15"
"33553765741","55789494292","SPOUSE","1980-09-15"
"67245716854","31190689286","SIBLING","1990-10-01"
"31190689286","67245716854","SIBLING","1990-10-01"
"27829673848","22319008932","SPOUSE","2010-11-12"
"22319008932","27829673848","SPOUSE","2010-11-12"
"86778582069","42167291116","SPOUSE","1981-09-16"
"42167291116","86778582069","SPOUSE","1981-09-16"
"65024499608","42167291116","SIBLING","2015-11-03"
"42167291116","65024499608","SIBLING","2015-11-03"
"82526933183","85113697370","SPOUSE","2018-08-23"
"85113697370","82526933183","SPOUSE","2018-08-23"
"90857258083","92637325775","SIBLING","2010-11-28"
"92637325775","90857258083","SIBLING","2010-11-28"
"19952263664","97224291214","SPOUSE","1979-06-04"
"97224291214","19952263664","SPOUSE","1979-06-04"
"36405577647","55059926183","SIBLING","1972-12-12"
"55059926183","36405577647","SIBLING","1972-12-12"
"87179915573","36191272611","PARENT","2008-08-08"
"36191272611","87179915573","OFFSPRING","2008-08-08"
"19652613981","42043377667","SPOUSE","1984-05-04"
"42043377667","19652613981","SPOUSE","1984-05-04"
"93395191107","15003722057","SPOUSE","2016-01-08"
"15003722057","93395191107","SPOUSE","2016-01-08"
"47674564865","30422525320","SPOUSE","2001-07-14"
"30422525320","47674564865","SPOUSE","2001-07-14"
"97321613111","82410881555","SIBLING","2004-09-13"
"82410881555","97321613111","SIBLING","2004-09-13"
"58814184889","92132521081","SIBLING","2015-07-30"
"92132521081","58814184889","SIBLING","2015-07-30"
"99015504057","90208511396","SIBLING","2002-04-05"
"90208511396","99015504057","SIBLING","2002-04-05"
"97321613111","87118262521","SPOUSE","2010-04-30"
"87118262521","97321613111","SPOUSE","2010-04-30"
"19652613981","90857258083","PARENT","1985-03-25"
"90857258083","19652613981","OFFSPRING","1985-03-25"
"51352605215","40119347287","SIBLING","2000-06-12"
"40119347287","51352605215","SIBLING","2000-06-12"
"31190689286","42043377667","SPOUSE","1976-05-17"
"42043377667","31190689286","SPOUSE","1976-05-17"
"67245716854","51352605215","SPOUSE","1992-06-21"
"51352605215","67245716854","SPOUSE","1992-06-21"
"71477117859","93325550487","PARENT","2019-08-30"
"93325550487","71477117859","OFFSPRING","2019-08-30"
"82526933183","74538292115","SIBLING","2006-07-18"
"74538292115","82526933183","SIBLING","2006-07-18"
"40379122367","72309449583","SIBLING","2003-11-06"
"72309449583","40379122367","SIBLING","2003-11-06"
"62682190910","22319008932","SPOUSE","2007-10-19"
"22319008932","62682190910","SPOUSE","2007-10-19"
"93395191107","10969146971","PARENT","1982-04-26"
"10969146971","93395191107","OFFSPRING","1982-04-26"
"82410881555","71477117859","PARENT","2012-07-11"
"71477117859","82410881555","OFFSPRING","2012-07-11"
"10318184959","92132521081","SPOUSE","2008-05-26"
"92132521081","10318184959","SPOUSE","2008-05-26"
"61082455547","51352605215","PARENT","1997-02-16"
"51352605215","61082455547","OFFSPRING","1997-02-16"
"92132521081","90792622874","SPOUSE","1983-09-08"
"90792622874","92132521081","SPOUSE","1983-09-08"
"33553765741","90766043717","PARENT","2013-05-28"
"90766043717","33553765741","OFFSPRING","2013-05-28"
"80309559746","77132792314","SPOUSE","2011-01-30"
"77132792314","80309559746","SPOUSE","2011-01-30"
"31744245149","80309559746","SPOUSE","1995-12-04"
"80309559746","31744245149","SPOUSE","1995-12-04"
"90766043717","71477117859","PARENT","1995-03-23"
"71477117859","90766043717","OFFSPRING","1995-03-23"
"19769920845","18536238376","PARENT","1994-09-04"
"18536238376","19769920845","OFFSPRING","1994-09-04"
"55059926183","59095165555","PARENT","1971-09-15"
"59095165555","55059926183","OFFSPRING","1971-09-15"
"82526933183","47674564865","PARENT","2009-04-14"
"47674564865","82526933183","OFFSPRING","2009-04-14"
"87474057898","89099625554","PARENT","2017-10-26"
"89099625554","87474057898","OFFSPRING","2017-10-26"
"19652613981","76468328120","SIBLING","2001-08-15"
"76468328120","19652613981","SIBLING","2001-08-15"
"75899312417","45892798683","SIBLING","1977-03-11"
"45892798683","75899312417","SIBLING","1977-03-11"
"87118262521","58814184889","SPOUSE","1983-09-23"
"58814184889","87118262521","SPOUSE","1983-09-23"
"60998193625","51481148599","PARENT","2003-07-21"
"51481148599","60998193625","OFFSPRING","2003-07-21"
"36405577647","49737196131","SIBLING","1973-02-08"
"49737196131","36405577647","SIBLING","1973-02-08"
"90766043717","55059926183","PARENT","1980-09-20"
"55059926183","90766043717","OFFSPRING","1980-09-20"
"93395191107","55789494292","SIBLING","2013-01-30"
"55789494292","93395191107","SIBLING","2013-01-30"
"45892798683","82526933183","PARENT","2000-06-29"
"82526933183","45892798683","OFFSPRING","2000-06-29"
"22824903205","86491215045","SIBLING","1998-07-31"
"86491215045","22824903205","SIBLING","1998-07-31"
"75311164356","33446405930","SIBLING","1973-02-16"
"33446405930","75311164356","SIBLING","1973-02-16"
"22319008932","31190689286","SPOUSE","1979-05-08"
"31190689286","22319008932","SPOUSE","1979-05-08"
"90208511396","92637325775","PARENT","2006-05-06"
"92637325775","90208511396","OFFSPRING","2006-05-06"
"67245716854","15292535857","SPOUSE","1997-07-02"
"15292535857","67245716854","SPOUSE","1997-07-02"
"49737196131","40119347287","SIBLING","1987-11-30"
"40119347287","49737196131","SIBLING","1987-11-30"
"67320326336","61082455547","PARENT","2019-03-11"
"61082455547","67320326336","OFFSPRING","2019-03-11"
"40119347287","10318184959","PARENT","1999-09-25"
"10318184959","40119347287","OFFSPRING","1999-09-25"
"72309449583","68457066061","SPOUSE","2007-09-20"
"68457066061","72309449583","SPOUSE","2007-09-20"
"97321613111","89501156330","SPOUSE","1985-03-04"
"89501156330","97321613111","SPOUSE","1985-03-04"
"97321613111","68243571508","SIBLING","1975-08-01"
"68243571508","97321613111","SIBLING","1975-08-01"
"33446405930","87474057898","SPOUSE","2003-05-11"
"87474057898","33446405930","SPOUSE","2003-05-11"
"56564771843","51074823863","PARENT","2016-06-29"
"51074823863","56564771843","OFFSPRING","2016-06-29"
"22319008932","51352605215","PARENT","1981-08-29"
"51352605215","22319008932","OFFSPRING","1981-08-29"
"86491215045","40119347287","PARENT","1989-09-27"
"40119347287","86491215045","OFFSPRING","1989-09-27"
"68457066061","97224291214","PARENT","2010-09-22"
"97224291214","68457066061","OFFSPRING","2010-09-22"
"82410881555","18536238376","PARENT","1984-11-07"
"18536238376","82410881555","OFFSPRING","1984-11-07"
"50534322010","69568323150","PARENT","2016-02-20"
"69568323150","50534322010","OFFSPRING","2016-02-20"
"36191272611","76465777888","SPOUSE","2010-08-08"
"76465777888","36191272611","SPOUSE","2010-08-08"
"89099625554","60998193625","SIBLING","1981-02-15"
"60998193625","89099625554","SIBLING","1981-02-15"
"90208511396","36763226184","SPOUSE","1986-04-13"
"36763226184","90208511396","SPOUSE","1986-04-13"
"87179915573","30422525320","SPOUSE","2019-04-02"
"30422525320","87179915573","SPOUSE","2019-04-02"
"75899312417","86778582069","SPOUSE","1990-04-28"
"86778582069","75899312417","SPOUSE","1990-04-28"
"47674564865","95975015130","SPOUSE","1986-03-16"
"95975015130","47674564865","SPOUSE","1986-03-16"
"92637325775","75311164356","SPOUSE","2004-07-11"
"75311164356","92637325775","SPOUSE","2004-07-11"
"97224291214","70232533224","SIBLING","2012-02-08"
"70232533224","97224291214","SIBLING","2012-02-08"
"36191272611","42043377667","PARENT","2015-03-17"
"42043377667","36191272611","OFFSPRING","2015-03-17"
"69191273419","51481148599","SIBLING","2015-03-27"
"51481148599","69191273419","SIBLING","2015-03-27"
"59095165555","60998193625","SPOUSE","1976-05-24"
"60998193625","59095165555","SPOUSE","1976-05-24"
"55059926183","87118262521","SPOUSE","2012-07-15"
"87118262521","55059926183","SPOUSE","2012-07-15"
"15003722057","72309449583","SPOUSE","2015-09-21"
"72309449583","15003722057","SPOUSE","2015-09-21"
"22319008932","86491215045","SIBLING","1977-08-22"
"86491215045","22319008932","SIBLING","1977-08-22"
"40119347287","22824903205","SIBLING","1973-11-20"
"22824903205","40119347287","SIBLING","1973-11-20"
"65024499608","46519294740","SIBLING","1971-05-09"
"46519294740","65024499608","SIBLING","1971-05-09"
"40379122367","85113697370","SIBLING","1970-08-03"
"85113697370","40379122367","SIBLING","1970-08-03"
"80309559746","76468328120","PARENT","1972-09-10"
"76468328120","80309559746","OFFSPRING","1972-09-10"
"90208511396","70232533224","SIBLING","2009-10-07"
"70232533224","90208511396","SIBLING","2009-10-07"
"51352605215","57074933189","PARENT","2009-05-30"
"57074933189","51352605215","OFFSPRING","2009-05-30"
"81479111671","33471662463","SPOUSE","2010-06-07"
"33471662463","81479111671","SPOUSE","2010-06-07"
"46730468386","85113697370","SIBLING","1984-06-26"
"85113697370","46730468386","SIBLING","1984-06-26"
"69191273419","10318184959","SIBLING","2002-02-09"
"10318184959","69191273419","SIBLING","2002-02-09"
"42167291116","33471662463","SIBLING","1980-01-21"
"33471662463","42167291116","SIBLING","1980-01-21"
"87118262521","15003722057","SIBLING","1978-11-01"
"15003722057","87118262521","SIBLING","1978-11-01"
"40379122367","69448536714","PARENT","1979-01-05"
"69448536714","40379122367","OFFSPRING","1979-01-05"
"88999167612","46730468386","PARENT","1984-08-17"
"46730468386","88999167612","OFFSPRING","1984-08-17"
"92637325775","87179915573","SIBLING","1993-01-07"
"87179915573","92637325775","SIBLING","1993-01-07"
"80309559746","77132792314","SPOUSE","1991-01-30"
"77132792314","80309559746","SPOUSE","1991-01-30"
"42043377667","33471662463","PARENT","1978-07-14"
"33471662463","42043377667","OFFSPRING","1978-07-14"
"33553765741","42167291116","SPOUSE","1972-12-27"
"42167291116","33553765741","SPOUSE","1972-12-27"
"65024499608","31937916488","PARENT","2017-10-10"
"31937916488","65024499608","OFFSPRING","2017-10-10"
"72309449583","65024499608","PARENT","1983-12-19"
"65024499608","72309449583","OFFSPRING","1983-12-19"
"90766043717","42043377667","SPOUSE","1975-03-14"
"42043377667","90766043717","SPOUSE","1975-03-14"
"36405577647","33553765741","PARENT","1971-07-05"
"33553765741","36405577647","OFFSPRING","1971-07-05"
"39778750260","15292535857","SPOUSE","1970-01-30"
"15292535857","39778750260","SPOUSE","1970-01-30"
"40119347287","82410881555","SIBLING","1993-04-23"
"82410881555","40119347287","SIBLING","1993-04-23"
"51481148599","77132792314","SPOUSE","2006-03-09"
"77132792314","51481148599","SPOUSE","2006-03-09"
"15292535857","97321613111","PARENT","2002-06-28"
"97321613111","15292535857","OFFSPRING","2002-06-28"
"31190689286","50534322010","SIBLING","2014-01-12"
"50534322010","31190689286","SIBLING","2014-01-12"
"99015504057","84320556439","PARENT","2005-12-21"
"84320556439","99015504057","OFFSPRING","2005-12-21"
"92132521081","19952263664","SIBLING","2017-05-12"
"19952263664","92132521081","SIBLING","2017-05-12"
"57074933189","77132792314","SIBLING","2004-03-13"
"77132792314","57074933189","SIBLING","2004-03-13"
"33553765741","93325550487","SPOUSE","1994-12-23"
"93325550487","33553765741","SPOUSE","1994-12-23"
"18536238376","33471662463","SPOUSE","1994-01-06"
"33471662463","18536238376","SPOUSE","1994-01-06"
"69191273419","30422525320","SPOUSE","2018-07-17"
"30422525320","69191273419","SPOUSE","2018-07-17"
"57074933189","46091309461","SIBLING","1986-08-30"
"46091309461","57074933189","SIBLING","1986-08-30"
"93395191107","62682190910","SIBLING","1987-02-15"
"62682190910","93395191107","SIBLING","1987-02-15"
"67245716854","89099625554","PARENT","1976-11-20"
"89099625554","67245716854","OFFSPRING","1976-11-20"
"19952263664","69448536714","SIBLING","2005-07-03"
"69448536714","19952263664","SIBLING","2005-07-03"
"10318184959","11825927551","PARENT","1982-06-02"
"11825927551","10318184959","OFFSPRING","1982-06-02"
"93395191107","46730468386","SIBLING","2008-12-02"
"46730468386","93395191107","SIBLING","2008-12-02"
"86778582069","45892798683","SIBLING","2017-09-23"
"45892798683","86778582069","SIBLING","2017-09-23"
"88999167612","21840356076","PARENT","1985-06-11"
"21840356076","88999167612","OFFSPRING","1985-06-11"
"60998193625","51074823863","SPOUSE","2004-12-02"
"51074823863","60998193625","SPOUSE","2004-12-02"
"89501156330","68243571508","SIBLING","1985-10-07"
"68243571508","89501156330","SIBLING","1985-10-07"
"64675292699","93325550487","SPOUSE","2015-05-27"
"93325550487","64675292699","SPOUSE","2015-05-27"
"69191273419","75670892400","SIBLING","2011-03-09"
"75670892400","69191273419","SIBLING","2011-03-09"
"42043377667","47674564865","PARENT","1979-04-05"
"47674564865","42043377667","OFFSPRING","1979-04-05"
"55059926183","10969146971","SPOUSE","1991-02-17"
"10969146971","55059926183","SPOUSE","1991-02-17"
"51074823863","69568323150","SPOUSE","1975-05-02"
"69568323150","51074823863","SPOUSE","1975-05-02"
"16867894969","58814184889","SPOUSE","2010-03-22"
"58814184889","16867894969","SPOUSE","2010-03-22"
"57074933189","19769920845","SPOUSE","2015-05-11"
"19769920845","57074933189","SPOUSE","2015-05-11"
"27829673848","68243571508","SPOUSE","1997-03-21"
"68243571508","27829673848","SPOUSE","1997-03-21"
"99015504057","48070356279","PARENT","2003-01-28"
"48070356279","99015504057","OFFSPRING","2003-01-28"
"74538292115","46730468386","PARENT","1980-06-01"
"46730468386","74538292115","OFFSPRING","1980-06-01"
"30937646422","84320556439","SPOUSE","2002-06-29"
"84320556439","30937646422","SPOUSE","2002-06-29"
"22319008932","72309449583","SIBLING","1979-01-24"
"72309449583","22319008932","SIBLING","1979-01-24"
"51481148599","22824903205","SPOUSE","2007-12-16"
"22824903205","51481148599","SPOUSE","2007-12-16"
"36763226184","59095165555","PARENT","1978-11-30"
"59095165555","36763226184","OFFSPRING","1978-11-30"
"31937916488","61082455547","PARENT","1992-04-19"
"61082455547","31937916488","OFFSPRING","1992-04-19"
"81729767675","48070356279","PARENT","1972-10-28"
"48070356279","81729767675","OFFSPRING","1972-10-28"
"57074933189","76465777888","SPOUSE","2010-10-15"
"76465777888","57074933189","SPOUSE","2010-10-15"
"40379122367","19952263664","SIBLING","1970-10-29"
"19952263664","40379122367","SIBLING","1970-10-29"
"69191273419","19652613981","SIBLING","2010-10-10"
"19652613981","69191273419","SIBLING","2010-10-10"
"46519294740","75311164356","SIBLING","2007-07-06"
"75311164356","46519294740","SIBLING","2007-07-06"
"90792622874","10318184959","SIBLING","2012-10-19"
"10318184959","90792622874","SIBLING","2012-10-19"
"90766043717","89099625554","SPOUSE","2007-10-25"
"89099625554","90766043717","SPOUSE","2007-10-25"
"40119347287","82526933183","PARENT","1993-08-05"
"82526933183","40119347287","OFFSPRING","1993-08-05"
"60998193625","46730468386","SPOUSE","1997-12-24"
"46730468386","60998193625","SPOUSE","1997-12-24"
"86491215045","65024499608","SPOUSE","1986-06-02"
"65024499608","86491215045","SPOUSE","1986-06-02"
"71477117859","42043377667","PARENT","1979-08-21"
"42043377667","71477117859","OFFSPRING","1979-08-21"
"95975015130","51352605215","PARENT","1992-08-21"
"51352605215","95975015130","OFFSPRING","1992-08-21"
"31190689286","75899312417","SPOUSE","2019-08-27"
"75899312417","31190689286","SPOUSE","2019-08-27"
"22319008932","90857258083","PARENT","1995-09-08"
"90857258083","22319008932","OFFSPRING","1995-09-08"
"10318184959","65024499608","PARENT","1997-08-26"
"65024499608","10318184959","OFFSPRING","1997-08-26"
"31744245149","77888219035","SIBLING","1985-03-12"
"77888219035","31744245149","SIBLING","1985-03-12"
"19081257821","65024499608","PARENT","2000-05-01"
"65024499608","19081257821","OFFSPRING","2000-05-01"
"69448536714","30422525320","PARENT","1999-09-06"
"30422525320","69448536714","OFFSPRING","1999-09-06"
"85113697370","90857258083","SPOUSE","2007-01-23"
"90857258083","85113697370","SPOUSE","2007-01-23"
"19081257821","64675292699","SPOUSE","1996-04-14"
"64675292699","19081257821","SPOUSE","1996-04-14"
"92132521081","69448536714","SIBLING","2001-06-04"
"69448536714","92132521081","SIBLING","2001-06-04"
"36405577647","86778582069","SIBLING","1977-02-13"
"86778582069","36405577647","SIBLING","1977-02-13"
"31744245149","19081257821","SPOUSE","1998-02-17"
"19081257821","31744245149","SPOUSE","1998-02-17"
"82526933183","68243571508","SIBLING","2014-01-13"
"68243571508","82526933183","SIBLING","2014-01-13"
"68243571508","92637325775","SPOUSE","1976-10-14"
"92637325775","68243571508","SPOUSE","1976-10-14"
"27829673848","74538292115","PARENT","1982-04-08"
"74538292115","27829673848","OFFSPRING","1982-04-08"
"74538292115","21840356076","SPOUSE","1993-03-13"
"21840356076","74538292115","SPOUSE","1993-03-13"
"92132521081","27829673848","PARENT","1992-11-14"
"27829673848","92132521081","OFFSPRING","1992-11-14"
"19952263664","33446405930","PARENT","2016-04-18"
"33446405930","19952263664","OFFSPRING","2016-04-18"
"40119347287","77132792314","SPOUSE","1973-06-10"
"77132792314","40119347287","SPOUSE","1973-06-10"
"15292535857","87179915573","SIBLING","1984-07-02"
"87179915573","15292535857","SIBLING","1984-07-02"
"95975015130","97224291214","SIBLING","1978-07-07"
"97224291214","95975015130","SIBLING","1978-07-07"
"65024499608","89501156330","PARENT","2010-05-19"
"89501156330","65024499608","OFFSPRING","2010-05-19"
"51352605215","45892798683","PARENT","1971-06-01"
"45892798683","51352605215","OFFSPRING","1971-06-01"
"47674564865","72309449583","SIBLING","2011-08-29"
"72309449583","47674564865","SIBLING","2011-08-29"
"10318184959","86491215045","SPOUSE","1998-04-13"
"86491215045","10318184959","SPOUSE","1998-04-13"
"40119347287","60998193625","SPOUSE","2005-04-17"
"60998193625","40119347287","SPOUSE","2005-04-17"
"57074933189","45892798683","SPOUSE","2011-09-17"
"45892798683","57074933189","SPOUSE","2011-09-17"
"90857258083","31744245149","SPOUSE","1992-05-30"
"31744245149","90857258083","SPOUSE","1992-05-30"
"69191273419","46519294740","PARENT","1989-10-28"
"46519294740","69191273419","OFFSPRING","1989-10-28"
"76465777888","85113697370","SPOUSE","1972-07-04"
"85113697370","76465777888","SPOUSE","1972-07-04"
"57074933189","21840356076","PARENT","1972-06-11"
"21840356076","57074933189","OFFSPRING","1972-06-11"
"47674564865","86778582069","SIBLING","1971-02-11"
"86778582069","47674564865","SIBLING","1971-02-11"
"75670892400","19769920845","SIBLING","2017-11-05"
"19769920845","75670892400","SIBLING","2017-11-05"
"39778750260","90857258083","SPOUSE","1976-05-04"
"90857258083","39778750260","SPOUSE","1976-05-04"
"15292535857","64675292699","SPOUSE","1986-01-07"
"64675292699","15292535857","SPOUSE","1986-01-07"
"45892798683","70232533224","SIBLING","1999-11-22"
"70232533224","45892798683","SIBLING","1999-11-22"
"10318184959","90792622874","SPOUSE","1982-09-21"
"90792622874","10318184959","SPOUSE","1982-09-21"
"71477117859","75670892400","SIBLING","2011-02-22"
"75670892400","71477117859","SIBLING","2011-02-22"
"56564771843","39778750260","PARENT","2009-02-17"
"39778750260","56564771843","OFFSPRING","2009-02-17"
"30422525320","72309449583","SPOUSE","2003-06-22"
"72309449583","30422525320","SPOUSE","2003-06-22"
"30422525320","90792622874","PARENT","1985-12-09"
"90792622874","30422525320","OFFSPRING","1985-12-09"
"33553765741","90766043717","SIBLING","2007-03-21"
"90766043717","33553765741","SIBLING","2007-03-21"
"30937646422","81479111671","SPOUSE","1990-04-02"
"81479111671","30937646422","SPOUSE","1990-04-02"
"58814184889","90857258083","SPOUSE","2004-10-01"
"90857258083","58814184889","SPOUSE","2004-10-01"
"18536238376","87179915573","SPOUSE","1993-03-21"
"87179915573","18536238376","SPOUSE","1993-03-21"
"40379122367","81041355243","PARENT","1999-10-01"
"81041355243","40379122367","OFFSPRING","1999-10-01"
"70232533224","19769920845","SPOUSE","2016-08-14"
"19769920845","70232533224","SPOUSE","2016-08-14"
"30422525320","89501156330","SIBLING","1995-11-10"
